B100158_v01.txt_2.txt	나의 취미	내 취미는 여행이다. 우리 가족도 여행을 좋아해서 내가 아이 때부터 다양한 나라나 장소에 가족과 여행을 했다. 그 여행은 모두 재미있어서 여행을 좋아해서 내 취미에 된다. 여행은 호텔예약이나 비행기표 예매 등 이 필요해서 준비하는 시간이나 일이 조금 많다. 하지만 준비할 때 재미있는 여행을 생각하고 신나게 준비 할 수 있다. 여행은 재미있지만 돈이 많이 필요한고 여행지에서 사고 등 주의 해야 한다. 여행지에서 맛있는 음식을 먹고 쇼핑도하고 싶은데 돈이 필요하다 여행에 가기 위해서 일을한다. 여행은 내 취미며 내 스트레스 해소방법이다. 나는 여행을 하고 사진을 찍은 것이 좋다. 추억도 많고 사진을 보면 또 여행을 가고 싶은데 오늘도 열히미 한다고 생각한다. 내가 좋아하는 여행지는 태국이다. 바다는 아름다워서 사람도 친절하며 음식도 맛있다. 태국는 가 볼 만한 곳이다. 나는 앞으로 이탈리아에 가고싶다. 여행은 아시아나 일본이 많아서 다른 먼나라에 가고 싶다.	B1
A200116_v02.txt_2.txt	나의 취미	제 취미 사진을 찍는 것 입니다. 고등하교 다닐 때부터 그 취미 시작했지만 나쁜 사진기만 있습니다. 그 것 때문에 제가 아르바이트를 찾아야 됬습니다. 왜내하면 제가 좋은 하고 비싼 사진기 사고 싶었어요. 하지만 아르바이트를 월급을 적습니다. 그리고 우리 어머니께 말해서 대학교 입학하면 사진기를 성물했습니다. 그런데 나는 옐심히 공부해서 모두 시험을 찰 봤습니다. 이 취미 진짜 재미있는 것때문에 나는 이취미를 좋아합니다. 한국에서 이 취미 못 했습니다. 왜내하면 제 사진기가 러시아에서 잊어버렸습니다. 제가 사람 얼굴 찍는 걸 좋아요.	A2
B100103_v02.txt_2.txt	나의 취미	저는 취미 바로 수영인다. 총등학교때부테 수영을 시작한다. 지금에까지 6년 동안 수영하게 된다. 나는 취미 생활 겅간에서 좋는다. 그레서 엄마가 나하고 자주 수영 한다. 시간이 나오자마자 수영장에 간다. 나쁜 일이 생겼때마다 수영도 한다. 자주 수영하면 몸이 좋고 얼굴도 좋는다. 수영을 하면서 얼만아 나쁜 일이 다 잊어버리게 된다. 총등학교때 친구들하고 수영하기 전에 준비운동하는데 친구가 준비운동을 못 한다. 직접 수영했어서 달리가 수영장안에 물이 따뜻하게 때문에 못 활동했는다. 그때는 우리 친구들이 다 깜짝놀았어서 문법어떻게 도와주는 방법도 생각이 안는다. 앞에 수영 잘 한 사람이 덕분에 친구가 도와준다. 그 후에는 수영하기전에 꼭 준비운동 한다. 수영한때 많이 위험있지만 우리가 아이인 때문에 깊는 물안에 가지마란다. 수영할때 꼭 수영안경 있는다. 없으면 너무 위험한다. 수영을 공부하고 싶어면 수영 잘한 사람이한테 물어봔다. 도우미게 될 수 있는다. 수영을 취미있지만 그런데 나는 앞으로 더 계속 수영한다. 매주마다 수영장 꼭 한번게 간다. 그레서 어떻게 수영을 읽어버리지 안않는다. 친구들한테 수영을 겅간에게 얼마나 좋은지 소개하게 됀다. 앞으로 우리 열심히 수영한다.	B1
B100328_v01.txt_2.txt	나의 취미	내 취미가 기타를 치는것을이다. 어렸을때부터 기타를 듣는 것이 좋아하는데 밤에마다 기타를 들었다. 들을 때 기분이 좋다. 대학생때 배운 기타를 시작했다. 지금까지 배운지 10년 됐다. 처음 배울 때 너무 어렵지만 많이 연습해서 잘 칠수있다고 생각한다. 좋아한노래를 친지 알면 좋겠다. 주말마다 친구들이 같이 만나서 밥을 먹고 기타를 친다. 하지만 요즘에 공부가 많아서 못 쳤다. 슬프할 때 기타를 치면 슬프가 풀 수 있다. 경희대학교에 기타동아리가 유명해서 다음주 시험을 끝난 후에 동아리에 입장하야 된다. 앞으로 같은취미사람이 만나면 좋다고 한다. 그리고 기타를 계속 연습한다.	B1
A200127_v02.txt_2.txt	나의 취미	제 취미는 수영입니다. 저는 고등학생을 수영을 시작했습니다. 고등학교에서 수영을 배워서 좋아합니다. 태국에서 더우기 때문에 수영을 좋아합니다. 저는 심심할 때 자주 수영했습니다. 집에서 언니와 함께 수영했습니다. 친구 없으면 혼자 해서 괜찮습니다. 수영을 하고 싶으면 수영복만 필요합니다. 하지만 저는 수영복을 입어 못 했어요. 지금은 저는 한국에 있어서 우영을 못 했습니다. 수영장에 사람이 많기 때문에 못 했습니다. 한국에서 제 취미는 음악 감상입니다. 지금은 한국어를 공부하고 있습니다. 그래서 한국어를 공부해야 해요. 저는 한국 노래를 좋아합니다. 그리고 한국 가수도 좋아합니다. 한국 가수를 목소리가 아주 좋아합니다. 한국 노래도 의미가 좋아합니다. 하지만 지금도 수영을 하고 싶습니다. 태국에 돌아가면 먼저 수영을 할 거예요.	A2
A200056_v01.txt_2.txt	나의 취미	저는 피아노를 치는 것에 관심이 있습니다. 피아노를 치고 싶어서배웠습니다. 20년전 부터 시작했습니다. 저는 음악을 좋아하기 때문에 피아노를 배웠습니다. 피아노를 칠때 기분이 좋습니다. 제 집에 피아노가 없어서 친구집에 가면 연수를 할 수 있습니다. 연수는 매일해야합니다. 저는 매일 연수를 했습니다. 한교에서 장기자랑대회에 참가했습니다. 피아노를 치고 싶으면 잘하고 싶은 마음이 필요합니다. 한국에서 피아노를 칠 수 없습니다. 음악을 들을때 피아노를 치고 싶습니다. 일본에 돌라가서 칠 겁니다. 피아노를 치는 활동이 있으면 참가하고 싶습니다. 일본에 돌라가기 전에 한번 한국에서도 치고 싶습니다.	A2
A200130_v02.txt_2.txt	나의 취미	취미는 클레식음악 듣기와 야구에요. 글레식음악은 공동학생보터 지금까지예요. 야구는 유치원부터 지금가지예요. 클레식음악을 들 때 기분이 리라커스할 수 있으니까 좋아요. 야구는 하는 것을 기분이 좋아는데 좋아요. 야구은 하려면 글러브가 필요해요. 글레식음 들기는 컴퓨터가 없기 때문에 컴퓨터가 필요해요. 한국에서도 취미는 활동을 하고 있어요. 저는 야구가 좋아서 경희대학교 야구 동아리예  참가해요. 그래서 매주 수요일 운동정에서 선배하고 후백 같이 연습해요. 클레식음악 들기는 활동을 없으니까 가튼 취미 사람은 찾아고 해야 돼요.	A2
A200059_v02.txt_2.txt	나의 취미	저는 여행하는 것을 좋아합니다. 이 취미는 제가 대학샌부터 시작했습니다. 대학샌때 휴가가 많이 있었어 친구하고 여행을 많이 했습니다. 여행을 할 때 새로 것이 구경하거나 쇼핑하면 재미있고 기분이 좋아습니다. 그리고 외국에 가면 외국사람하고 같이 이야기하거나 다른 나라의 음식을 먹은 것도 좋십니다. 여행 할 때 돈이 많이 필려하기 때문에 일을 열심 해야 됩니다. 그리고 여행 할 때 시간도 필려해서 일 하면 조금 어렵습니다. 그래서 극제 여행 안이고 극내 여행도 좋습니다. 한국에서도 제주도에 두번 부산에 한번 가봤습니다. 제가 한국에서 져일 제주도가 좋아합니다. 공기이나 음식과 좋었습니다. 저는 지금 시간이 많이 있는데 여행을 하고 싶습니다. 한국에서도 다른 도시에 많이 가고 싶습니다.	A2
B100162_v01.txt_2.txt	나의 취미	나는 좋아하는 일이 많다. 도서,영화감상,여행,음악 감상등 나도 좋아한다. 그 중에서 나 제일 좋아하는 일은 여행이다. 나의 취미는 여행이다. 아마 초등 학교 때부터, 매년 여름, 겨울에는 학교에 갈 수 없고 엄마가 시간 있으면 우리도 같이 다른 도시에 여행 했다. 도시에 따라서 문화, 음식슴관등 도 많이 변화한다. 이렇게 변화기관해서 나 많이 관심하다. 그래서, 지금까지 나도 여행을 좋아한다. 나 처음 부모님이 없는 여행을 18세 여름을 했다. 나는 오빠 같이 중국의 남복에서 사람이 많지 않기는 하지만 풍경이 너무 너무 아름다운 작은 도시에 갔다. 그 곳은 많이 자동차도 없기 때문에 신선한 공기가 있다. 나무가 많고 이름이 모라는 동식물도 많다, 도시에 비해서 너무 시원하다. 스트레스를 많이 있는데 그 곳에 가면 스트래스를 다 푸는다. 여행을 재미있기는 하지만 여행 전에 많이 준비를 필요한다. 약, 따뜻한 옷, 돈, 운동화등 도 많이 필요한다. 해외여행 하면 여권,지도등등 도 여행을 시작 전에 준비하야 된다. 건강이 여행중에서 제일 중요하는 일이다. 앞으로 나의계획은 매년에 네개 여행지나 갈 것이다. 많이 다얀한 문화를 보고 비슷하지 않는 맛있는 음식을 먹을 것이다.	B1
B100065_v03.txt_1.txt	나의 취미	나의 취미는 여행 하기 하고 뮤지컬 괌상이다. 여행은 고등학교 때 부터 좋아하고,아른다운 경치를 봐서 너무 감동해서 자주 여행을 가게 됐다. 뮤지컬은 요즘 보러 가게 됐다. 여행을 갈때는 항상 주말이나 휴가를 이용해서 간다. 같이 가는 친구 하고 계획하는 것도 재미있다. 여기저기 가고 맛있는 음식을 먹고, 아른다운 경치를 보면 스트래스가 프는다. 그리고 사진을 많이 찍는 것도 너무 좋아하다. 여행 후에 찍은 사진을 보면 즐거운 시간을 기억이 낸다. 하지만 여행은 돈이 많이 필요한다. 시간도 많이 필요한다. 매주 여행을 갈 수 없다. 뮤지컬도 표가 너무 비싸서 자주 보러 갈 수 없다. 나의 취미는 돈이 많이 필요한다. 여행에 통해서 알게 된 친구가 많이 있다. 그 친구들도 여행이 좋아해서 같은 취미를 가지고 있는 사람들 하고 이야기하고나 같이 여행을 가는 것은 너무 재미있다. 뮤지컬도 그것을 좋아하는 친구 하고 보러 가서 뮤치컬을 끝 후에 그 이야기하는 것이 재미있다. 나의 취미는 혼자 보다 친구하고 같이 즐기면 더 즐길 수 있는 취미이다.	B1
