A200114_v01.txt_2.txt	우리 나라의 계절과 날씨	한국음 사계절이 뚜렸합니다. 한국의 봄은 날씨가 따끚합니다. 4월에는 꽃이 많이 핍니다. 사람들은 산에 고공으로 꽃구경을갑니다. 한국의 여름에은 날씨가 덥고 비도 자주 옵니다. 특히 비가 많이 내립니다. 장마철이라고 끝나고 7월 말 8월 초는 무첵 덥습니다. 사람들이 바다와 산으로 휴가를 떠납니다. 집에서 잠을 잡니다. 한국의 가을 날씨가 지금 줍니다. 사람들이 산에 자주 갑니다. 당풍이 봅니다. 한국계울에은 날씨가 아주 줍니다. 그래서 눈이 많이 옵니다. 사람들은 스키장에 갑니다. 아이들은 난사랑이 합니다. 눈이 아주 예쁩니다. 그래서 한국음 사계절이 뚜렸합니다. 한국음 사계절이 예쁘고 재미있습니다.	50	A2
A200087_v01.txt_2.txt	우리 나라의 계절과 날씨	홍콩 사계절은 뚜럿합니다. 봄 날씨가 따뜻하고 습도는 높습니다. 3, 4월에는 공원 곳곳에 꽃이 많이 핍니다. 사람들을 공원에 가서 꽃을 구경합니다. 여름 날씨가 덥습니다. 특히 8월에는 아주 덥고 비가 많이 옵니다. 날씨가 더우니까 사람들을 바다나 수영장에 갑니다. 그래서 바다와 수영장 사람이 많습니다. 가을 날씨가 시원합니다. 11월에는 특히 건조합니다. 산에 단퐁을 아주 예쁩니다. 사람들을 산에 단퐁을 구경하러 갑니다. 겨울 날씨가 춥고 바람을 많이 붑니다. 날씨가 추우니까 사람들을 자주 가족들하고 찌개를 먹습니다.	90	A2
A200051_v01.txt_2.txt	우리 나라의 계절과 날씨	저는 우리 나라의 계절 아주 좋아합니다. 날씨는 더우니까 사람들이 많이 수영장에 갈 겁니다. 꽃이 많이 핍니다. 아주 예쁩니다. 사람들은 꽃이 구경을 할 겁니다. 날씨는 덥때마다 바다 앞에서 사람들이 수영을 할 겁니다. 어런은 놀이 할 겁니다. 날씨는 추우니까 우리나라 눈이 올 겁니다. 사람들은 많이 눈싸움 하나 집에서 쉬세요. 눈이 보러 집에 나가요.	40	A2
A200143_v01.txt_2.txt	우리 나라의 계절과 날씨	일본의 사계절은 뚜렷합니다. 일본 봄은 따뜻합니다. 벚꽃이 많이 핍니다. 그래서 사람들은 공원에 가서 벚꽃을 구경이나 산으로 갑니다. 가을에는 무덥고 비도 옵니다. 불꽃 놀이가 많이 있습니다. 그래서 사람들은 자주 불꽃놀이를 갑니다. 일본 거을에는 시원하고 맛있는 음식이 많이 있습니다. 그래서 욕식의 거을라고 합니다. 겨울에는 춥고 눈도 내립니다. 그래서 사람들은 스카를 타러 스키장에 많이 갑니다. 아이들은 눈 사람을 많이 만듭니다.	90	A2
A200152_v01.txt_2.txt	우리 나라의 계절과 날씨	우리 나라의 4계절 있습니다. 3월부터 5월까지 붐에였습니다. 6월부터 8월까지 여름에 였습니다. 9월부터 11월까지 가을에 였습니다. 12월부터 2월까지 겨울에 였습니다. 붐에 날씨가 따뎃합니다. 여름에 날씨가 덥습니다. 가을에 날씨가 쌀쌀합니다. 겨울에 날씨가 아주 춥습니다. 붐에 특징은 꽃이 많이 빈니다. 여름에 비가 많이 내립니다. 가을에 당풍이 많이 있습니다. 겨울에 눈이 산에 내립니다. 우리 나라의 사람들은 보통 봉에 꽃 구경을 갑니다. 여름에 비치 앞에 수영을 합니다. 가을에 당풍의 구경을 갑니다. 겨울에 산에 시키를 탑니다.	60	A2
A200214_v01.txt_2.txt	우리 나라의 계절과 날씨	일본에는 사계절이 뚜렷합니다. 봄의 날씨가 따뜻합니다. 꽃이 많이 피고 아름답습니다. 특히 벚꽃이 아름답습니다. 사람들이 벚꽃 구경을 하러 공원에 갑니다. 여름에는 비가 많이 옵니다. 비가 많이 온 계절에는 장마철이라고 말합니다. 장마철이 끝나면 아주 덥습니다. 그래서 사람들은 산이나 바다에 자주 갑니다. 가을의 날씨는 시원합니다. 단풍이 아름답습니다. 특히 단풍나무는 색갈이 다양하고 아름답습니다. 겨울에는 눈이 옵니다. 특히 동 일본에서 많이 옵니다. 겨울에는 너무 추워서 사람들은 아주 언청에 갑니다. 또는 스키장에 가서 스키를 탑니다.	80	A2
A200223_v01.txt_2.txt	우리 나라의 계절과 날씨	지금 홍콩의 계절을 소개하겠습니다. 홍콩은 네 겨절은 있습니다. 붐에는 3월 초부터 5월 말까지입니다. 날씨가 아주 십기 때문에 집에서 제습기를 자주 컵니다. 그리고 비고 조금 내립니다. 하지만 사람들이 등산을 좋아합니다. 여름에는 보통 6월부터 8월까지 입니다. 홍콩 여름에는 더무 덥습니다. 그리고 비가 많이 오고 태풍도 자주 붑니다. 여름에는 가장 좋아하는 활동을 수영입니다. 사람들이 피서하기 위해서 해변으로 많이 갑니다. 가을에는 9월 말부터 11월까지 입니다. 날씨가 아주 시원합니다. 바람이 많이 불어서 사람들이 소풍하면서 면을 내리는 것을 좋아합니다. 날씨가 잘 좋아하기까 사람들이 밖에는 활동은 많습니다. 그리고 마지막 계절입니다. 겨울은 12월부터 2월말까지입니다. 날씨가 많이 춥지 않아서 눈이 안 내립니다. 그래서 사람들이 눈이 있는 나라로 여행을 하거나 홍콩에 있는도 있습니다. 겨울은 잘 좋아하는 음식은 핫팟입니다. 핫팟을 먹으면 몸이 따뜻하고 사람들과 같이 기분이 시간도 보냅니다. 홍콩 계절이 많이 덥지 안도 춥지 않습니다. 그래서 저는 홍콩 계절은 아주 좋아합니다.	60	A2
A200109_v01.txt_2.txt	우리 나라의 계절과 날씨	제 나라는 일본입니다. 일본의 계절은 한국과 비슷합니다. 3월부터 5월이 봄, 6월부터 8월이 여름, 9월부터 11월이 가을, 12월부터 2월이 겨울입니다. 봄에는 날씨가 따뜻하고, 꽃이 많이 빕니다. 사람들은 공원이나 산에 가서 꽃을 구경합니다. 여름에는 날씨가 덥습니다. 7월말부터 8월말까지 학생들은 휴가입니다. 사람들은 바다나 산에 가서 즐겁게 놉니다. 가을에는 날씨가 시원하고 하늘이 맑습니다. 단풍이 아름답습니다. 사람들은 단풍구경을 하러 산에 갑니다. 겨울에는 날씨가 춥습니다. 일분의 북쪽에서는 눈이 옵니다. 사람들은 스키장에 가서 스키를 합니다.	80	A2
A200247_v01.txt_2.txt	우리 나라의 계절과 날씨	홍콩은 네 개 계절이 있습니다. 봄은 보통 3월부터 5월까지입니다. 날씨가 따뜻하면선 비가 가끔 내립니다. 꽃이 많이 있어서 사람들은 사진을 찍기 위해서 꽃축제에 갑니다. 여름에는 6월 보통 9월까지 갈씨가 너무 덥습니다. 비가 많이 내리고 폭후가 내럽니다. 사람들이 피서하기 떄문에 항상 바다 가서 수영합니다. 가을에는 10월부터 11월까지입니다. 날씨가 여름보다 덥지 않습니다. 그래서 사람들이 등산을 가거나 여행을 갑니다. 겨울에는 12월부터 2우러까지입니다. 눈이 않내리지만 날씨가 춥습니다. 그래서 사람들은 좋아하는 것은 친구하고 집에서 같이 먹는 홍콩 셔부셔부입니다. 셔부셔부를 먹으면 따뜻해졌습니다.	70	A2
A200237_v01.txt_2.txt	우리 나라의 계절과 날씨	일본에서는 봄, 여름, 가울, 게전 4개 계절이 있습니다. 봄은 보통 3월부터 5월까지입니다. 봄은 조금 춥습니다. 4월에는 사람들은 꽃을 보기 위해서 꽃구경에 갑니다. 여름은 6월부터 8월까지입니다. 여름은 덥습니다. 6월에는 비가 많이 내립니다. 8월에는 사람들은 더기 때문에 피서에 갑니다. 가울은 9월부터 11월까지입니다. 가울에는 단풍이 시작합니다. 단풍이 시작하면 사람들은 단풍구경에 갑니다. 계절은 12월부터 2월까기입니다. 게진은 춥습니다. 12월에 는이 내릴 떄에는 단풍이 없어집니다. 는이 많이 내리면 사람을은 스키를 타거나 스노보드 타기 위해서 스키장에 갑니다.	80	A2
